시설일련번호,시설명,시설면적,경도,위도,상세주소,도로명주소,관리기관명,담당자,담당자연락처,상세시설명,최대수용인원수
92,서울영화초등학교,772,126.93271672,37.50922449,서울특별시 동작구 대방동 44-3,서울특별시 동작구 등용로8길 3(대방동),서울특별시 동작구 복지환경국 복지정책과,이옥희,010-9964-9781,체육관,296
94,강남중학교,593,126.9218762,37.50278795,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29(대방동),서울특별시 동작구 복지환경국 복지정책과,이명희,010-4948-0798,나동 체육관,228
91,서울신길초등학교,351,126.92632222,37.51006771,서울특별시 동작구 대방동 353-8,서울특별시 동작구 알마타길 16(대방동),서울특별시 동작구 복지환경국 복지정책과,윤경혜,010-6313-5032,강당,135
99,대방동주민센터,231,126.9262539,37.5081744,서울특별시 동작구 대방동 350-8,서울특별시 동작구 여의대방로44길 20(대방동),서울특별시 동작구 복지환경국 복지정책과,정해영,,2층 강의실,88
26,서울문창초등학교,1014,126.91391237,37.48891477,서울특별시 동작구 신대방동 640,서울특별시 동작구 신대방2길 14(신대방동),서울특별시 동작구 복지환경국 복지정책과,김광옥,02-836-2033,"다목적 강당 3,4층",390
43,수도여자고등학교,202,126.91551419,37.49306911,서울특별시 동작구 신대방동 470-13,서울특별시 동작구 여의대방로10길 73(신대방동),서울특별시 동작구 복지환경국 복지정책과,김연배,010-3257-5095,"본관동 전산교육실,양호실, 다목적실",77
95,서울보라매초등학교,1092,126.91622849,37.49600379,서울특별시 동작구 신대방동 488-1,서울특별시 동작구 여의대방로16길 30(신대방동),서울특별시 동작구 복지환경국 복지정책과,김갑철,010-2016-4689,"교사동2층 강당, 체육관",420
679,천안남산초등학교,4364,127.15396209,36.80502002,충청남도 천안시 동남구 원성동 304,충청남도 천안시 동남구 버들1길 30(원성동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,1678
778,천안고등학교,2991,127.13404678,36.80899705,충청남도 천안시 동남구 봉명동 205-1,충청남도 천안시 동남구 봉명로 53(봉명동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,1150
804,천안일봉유치원,1659,127.13783275,36.79933504,충청남도 천안시 동남구 다가동 380-8,충청남도 천안시 동남구 다가2길 3(다가동),충청남도 천안시 행정안전국 안전총괄과,이인군,,유치원,638
769,천안용곡초등학교,9574,127.13158467,36.78694038,충청남도 천안시 동남구 용곡동 497-15,충청남도 천안시 동남구 새말1길 73(용곡동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,3682
684,천안용소초등학교,864,127.135792,36.78945614,충청남도 천안시 동남구 용곡동 476-17,충청남도 천안시 동남구 일봉로 82-18 (용곡동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,332
761,천안용곡중학교,1088,127.13350765,36.78946752,충청남도 천안시 동남구 용곡동 476-9,충청남도 천안시 동남구 새말1길 51-14 (용곡동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,418
685,천안청룡초등학교,8930,127.13937349,36.78113349,충청남도 천안시 동남구 용곡동 584,충청남도 천안시 동남구 풍세로 801-28 (용곡동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,3434
767,천안신촌초등학교,8359,127.12295548,36.78757072,충청남도 천안시 동남구 신방동 768-1,충청남도 천안시 동남구 신촌4로 9(신방동),충청남도 천안시 행정안전국 안전총괄과,이인군,,체육관,3215
751,천안신용초등학교,10375,127.13219835,36.79092641,충청남도 천안시 동남구 신방동 40,충청남도 천안시 동남구 새말1길 29(신방동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,3990
807,천안상록리조트 강당,11000,127.28893923,36.74047386,충청남도 천안시 동남구 수신면 장산리 669-1,충청남도 천안시 동남구 수신면 수신로 576,충청남도 천안시 행정안전국 안전총괄과,이인군,041-560-9131,강당,4230
53,천안아름초등학교,946,127.10206661,36.81347136,충청남도 천안시 서북구 불당동 1574-0,충청남도 천안시 서북구 불당27길 7(불당동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,363
54,천안불당고등학교,1074,127.10341186,36.80909062,충청남도 천안시 서북구 불당동 1794-0,충청남도 천안시 서북구 불당29길 22(불당동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,413
784,천안두정초등학교,10201,127.14695656,36.83654153,충청남도 천안시 서북구 두정동 1626,충청남도 천안시 서북구 두정역서1길 10(두정동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,3923
772,천안두정중학교,11065,127.13947004,36.83660886,충청남도 천안시 서북구 두정동 1204,충청남도 천안시 서북구 두정중1길 26(두정동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,4255
759,천안업성고등학교,12214,127.13731133,36.86199883,충청남도 천안시 서북구 업성동 195-5,충청남도 천안시 서북구 업성3길 65-11 (업성동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,4697
799,소망초등학교,8187,127.16232287,36.8760821,충청남도 천안시 서북구 성거읍 소우리 188-29,충청남도 천안시 서북구 성거읍 역전말3길 102,충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,3148
689,천안인애학교,1019,127.17180262,36.87931021,충청남도 천안시 서북구 성거읍 소우리 182-4,충청남도 천안시 서북구 성거읍 봉주로 229,충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,391
782,직산초등학교,5539,127.16184377,36.90377665,충청남도 천안시 서북구 직산읍 군동리 324-1,충청남도 천안시 서북구 직산읍 직산안길 79,충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,2130
796,양당초등학교,518,127.1140055,36.87895282,충청남도 천안시 서북구 직산읍 양당리 105,충청남도 천안시 서북구 직산읍 양당1길 9-12,충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,2173
781,입장중학교,741,127.21844769,36.92092645,충청남도 천안시 서북구 입장면 유리 197-1,충청남도 천안시 서북구 입장면 연곡길 36,충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,285
682,천안와촌초등학교,672,127.14465549,36.80628747,충청남도 천안시 서북구 와촌동 174,충청남도 천안시 서북구 와촌4길 16(와촌동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,258
701,천안성정초등학교,1096,127.14051689,36.81557185,충청남도 천안시 서북구 성정동 716-1,충청남도 천안시 서북구 성정7길 3(성정동),충청남도 천안시 행정안전국 안전총괄과,이인군,,강당,421
358,분점도 어업인회관,85,126.35171364,36.91826348,충청남도 서산시 지곡면 중왕리 968-0,충청남도 서산시 지곡면 분점도길 17-5,충청남도 서산시 자치행정국 안전총괄과,,,마을회관,6
339,성연초등학교,816,126.44878773,36.82356891,충청남도 서산시 성연면 일람리 1084-0,충청남도 서산시 성연면 성연3로 57-10,충청남도 서산시 자치행정국 안전총괄과,,,다목적강당,313
172,성연중학교,1056,126.46217967,36.83678112,충청남도 서산시 성연면 평리 299-1,충청남도 서산시 성연면 성연로 210-4,충청남도 서산시 자치행정국 안전총괄과,이지영,041-662-8051,강당,406
337,음암중학교,609,126.51768782,36.79006838,충청남도 서산시 음암면 도당리 585-18,충청남도 서산시 음암면 칠거리로 147,충청남도 서산시 자치행정국 안전총괄과,전영택,041-669-6041,체육관,234
350,파라다이스모텔,345,126.50449668,36.78753328,충청남도 서산시 음암면 상홍리 182-5,충청남도 서산시 음암면 운암로 187-10,충청남도 서산시 자치행정국 안전총괄과,,,민간숙박,132
33,신풍초등학교,670,126.95298398,36.51751406,충청남도 공주시 신풍면 산정리 191,충청남도 공주시 신풍면 신풍길 50-11,충청남도 공주시 시민자치국 시민안전과,최민지,041-841-0892,강당,257
12,공주여자중학교,500,127.11872286,36.4605812,충청남도 공주시 교동 3-2,충청남도 공주시 용당길 54(교동),충청남도 공주시 시민자치국 시민안전과,곽창섭,041-841-1006,강당,192
39,공주중학교,597,127.11779426,36.46425045,충청남도 공주시 금성동 85,충청남도 공주시 왕릉로 111(금성동),충청남도 공주시 시민자치국 시민안전과,이승원,041-855-3024,강당,229
38,공주교육대학교 부설초등학교,702,127.11816484,36.44106353,충청남도 공주시 금학동 231-1,충청남도 공주시 하선길 47(금학동),충청남도 공주시 시민자치국 시민안전과,백경찬,041-850-1816,체육관,270
20,효포초등학교,646,127.14798748,36.42844651,충청남도 공주시 신기동 407,충청남도 공주시 전진배길 313(신기동),충청남도 공주시 시민자치국 시민안전과,권세민,041-854-5370,강당,248
45,마루호텔,1339,127.13025706,36.470819,충청남도 공주시 신관동 595-15,충청남도 공주시 전막2길 16-1 (신관동),충청남도 공주시 시민자치국 시민안전과,,041-853-2600,2인실 객실,120
152,선행초등학교,540,127.02596419,37.25437626,경기도 수원시 권선구 권선동 1331-0,경기도 수원시 권선구 세권로196번길 21(권선동),경기도 수원시 복지여성국 사회복지과,이성호,031-898-8605,2층 체육관,207
153,곡정초등학교,13989,127.02584066,37.24083138,경기도 수원시 권선구 권선동 1358-0,경기도 수원시 권선구 곡선로 7(권선동),경기도 수원시 복지여성국 사회복지과,박수경,031-239-3994,교사동(본관) 3~4층,5380
10,남수원초등학교,459,127.01648662,37.24954464,경기도 수원시 권선구 세류동 1130,경기도 수원시 권선구 경수대로235번길 24(세류동),경기도 수원시 복지여성국 사회복지과,김종국,031-239-5661,체육관(별동),176
59,고색중학교,203,126.98124542,37.25348077,경기도 수원시 권선구 고색동 888-92,경기도 수원시 권선구 매송고색로711번길 50(고색동),경기도 수원시 복지여성국 사회복지과,박선영,031-295-9471,다목적실,78
126,오현초등학교,534,126.96845424,37.2464557,경기도 수원시 권선구 오목천동 278,경기도 수원시 권선구 서수원로 220(오목천동),경기도 수원시 복지여성국 사회복지과,송제경,031-294-7354,어울터(강당및체육관),205
55,서호초등학교,557,126.99029512,37.26580736,경기도 수원시 권선구 서둔동 39-7,경기도 수원시 권선구 서호동로14번길 47(서둔동),경기도 수원시 복지여성국 사회복지과,최영섭,031-547-3005,2층 체육관,214
185,수원유스호스텔,778,126.98436122,37.26054959,경기도 수원시 권선구 서둔동 88-14,경기도 수원시 권선구 서호로 32(서둔동),경기도 수원시 복지여성국 사회복지과,김병호,031-278-7828,유스호스텔 숙소동,136
160,서평초등학교,552,126.99698798,37.2685829,경기도 수원시 권선구 서둔동 294-3,경기도 수원시 권선구 수인로9번길 52(서둔동),경기도 수원시 복지여성국 사회복지과,이창영,031-296-6771,4층 강당,212
95,구운중학교,622,126.97758324,37.27649417,경기도 수원시 권선구 구운동 508,경기도 수원시 권선구 금호로 257(구운동),경기도 수원시 복지여성국 사회복지과,윤영희,031-294-3014,체육관,239
67,상촌초등학교,864,126.93535759,37.27281281,경기도 수원시 권선구 금곡동 699,경기도 수원시 권선구 금곡로31번길 92(금곡동),경기도 수원시 복지여성국 사회복지과,안현주,031-296-8124,다목적체육관,332
29,우만초등학교,1363,127.03112539,37.29133734,경기도 수원시 팔달구 우만동 300-3,경기도 수원시 팔달구 창룡대로210번길 20(우만동),경기도 수원시 복지여성국 사회복지과,강윤숙,031-252-6085,2층 체육관,524
106,수원금곡초등학교,233,126.95289788,37.27961319,경기도 수원시 권선구 금곡동 1004,경기도 수원시 권선구 서수원로617번길 30(금곡동),경기도 수원시 복지여성국 사회복지과,채창기,031-291-4074,다목적실,89
179,상촌중학교,134,126.93502131,37.27628549,경기도 수원시 권선구 금곡동 497-0,경기도 수원시 권선구 금곡로73번길 60(금곡동),경기도 수원시 복지여성국 사회복지과,양순덕,031-294-6723,교사2호동 교실,51
131,서수원칠보체육관,13664,126.94811665,37.27637694,경기도 수원시 권선구 금곡동 354-0,경기도 수원시 권선구 서수원로577번길 171(금곡동),경기도 수원시 복지여성국 사회복지과,신경준,031-259-5416,본관,5255
156,수원가온초등학교 교사동,714,126.93634652,37.27524064,경기도 수원시 권선구 금곡동 1079-0,경기도 수원시 권선구 금곡로73번길 36(금곡동),경기도 수원시 복지여성국 사회복지과,이신철,031-297-2782,3층 체육관,274
157,수원중촌초등학교,772,126.94451373,37.27261764,경기도 수원시 권선구 금곡동 1094-0,경기도 수원시 권선구 금곡로140번길 30(금곡동),경기도 수원시 복지여성국 사회복지과,이광숙,031-292-6568,체육관(교사동2층),296
168,능실초등학교,803,126.95613054,37.25932893,경기도 수원시 권선구 호매실동 1391-0,경기도 수원시 권선구 호매실로165번길 28(호매실동),경기도 수원시 복지여성국 사회복지과,손미옥,031-296-9201,강당,308
167,수원금호초등학교,874,126.95401544,37.26476834,경기도 수원시 권선구 호매실동 1364-0,경기도 수원시 권선구 칠보로 142(호매실동),경기도 수원시 복지여성국 사회복지과,박기순,031-8009-0951,3층 체육관,336
60,권선초등학교,513,127.02161436,37.26307021,경기도 수원시 권선구 권선동 948,경기도 수원시 권선구 세지로126번길 27(권선동),경기도 수원시 복지여성국 사회복지과,조혜련,031-234-8674,체육관(별동),197
107,수원선일초등학교,1060,127.03028669,37.24804836,경기도 수원시 권선구 권선동 1276,경기도 수원시 권선구 권중로120번길 17(권선동),경기도 수원시 복지여성국 사회복지과,손자영,031-233-1793,체육관,400
121,원천중학교,904,127.06002121,37.26818426,경기도 수원시 영통구 원천동 548,"경기도 수원시 영통구 중부대로448번길 28(원천동, 원천 레이크파크아파트)",경기도 수원시 복지여성국 사회복지과,이창구,031-211-4291,체육관,347
36,황곡초등학교,135,127.07832917,37.26524675,경기도 수원시 영통구 영통동 948-3,경기도 수원시 영통구 영통로 518(영통동),경기도 수원시 복지여성국 사회복지과,전정철,031-203-2034,2층 다목적실(황곡누리관),51
110,영덕중학교,784,127.07267454,37.25829455,경기도 수원시 영통구 영통동 957-3,경기도 수원시 영통구 청명로 146(영통동),경기도 수원시 복지여성국 사회복지과,유현진,031-202-2294,3층 강당,301
41,입북초등학교,264,126.96046566,37.29453552,경기도 수원시 권선구 입북동 230-3,경기도 수원시 권선구 율전로 10(입북동),경기도 수원시 복지여성국 사회복지과,이진미,031-290-8702,4층 다목적실,101
123,당수초등학교,781,126.94120159,37.28970828,경기도 수원시 권선구 당수동 244-3,경기도 수원시 권선구 당진로 6(당수동),경기도 수원시 복지여성국 사회복지과,최영주,031-416-1847,3층 체육관,300
26,수원여자고등학교,798,127.00452908,37.27766319,경기도 수원시 팔달구 고등동 19-1,경기도 수원시 팔달구 고등로59번길 72(고등동),경기도 수원시 복지여성국 사회복지과,이현석,031-245-1501,체육관(별동),306
27,화서초등학교,1788,127.00055415,37.28085555,경기도 수원시 팔달구 화서동 104-2,경기도 수원시 팔달구 팔달로127번길 54-11 (화서동),경기도 수원시 복지여성국 사회복지과,박채윤,031-243-2002,도담관(체육관),687
102,숙지고등학교,1027,126.99346655,37.28272822,경기도 수원시 팔달구 화서동 653,경기도 수원시 팔달구 수성로182번길 100(화서동),경기도 수원시 복지여성국 사회복지과,박기호,031-8065-3001,3층 다목적실,395
150,화양초등학교,758,126.99528557,37.28368453,경기도 수원시 팔달구 화서동 274-0,경기도 수원시 팔달구 덕영대로735번길 65(화서동),경기도 수원시 복지여성국 사회복지과,허열,031-243-6081,3층 체육관,291
28,지동초등학교,203,127.02445085,37.27665778,경기도 수원시 팔달구 지동 119-1,경기도 수원시 팔달구 중부대로 67(지동),경기도 수원시 복지여성국 사회복지과,고양배,031-241-4081,4층 다목적실,78
45,팔달초등학교,669,127.03604282,37.27958799,경기도 수원시 팔달구 우만동 601,경기도 수원시 팔달구 권광로367번길 22(우만동),경기도 수원시 복지여성국 사회복지과,정연화,031-217-3972,5층 강당,257
85,효성초등학교,328,127.03940879,37.28313374,경기도 수원시 팔달구 우만동 16,경기도 수원시 팔달구 월드컵로 256(우만동),경기도 수원시 복지여성국 사회복지과,박옥균,070-7730-2958,"1층 탁구실(193.16㎡),3층 다목적실(1",126
31,인계초등학교,966,127.02622827,37.27283054,경기도 수원시 팔달구 인계동 257-2,경기도 수원시 팔달구 장다리로245번길 12(인계동),경기도 수원시 복지여성국 사회복지과,정혜경,031-235-8916,강당,371
148,매여울초등학교,484,127.03680414,37.27061553,경기도 수원시 팔달구 인계동 385-0,경기도 수원시 팔달구 권광로260번길 20(인계동),경기도 수원시 복지여성국 사회복지과,양혜영,031-211-1763,교사1호동 3층 체육관,186
170,수원매화초등학교,925,127.04033161,37.27412789,경기도 수원시 영통구 매탄동 157-0,경기도 수원시 영통구 권광로304번길 47-17 (매탄동),경기도 수원시 복지여성국 사회복지과,최은진,031-216-4083,체육관,355
171,수원매화초등학교,10684,127.04074879,37.27459385,경기도 수원시 영통구 매탄동 157-0,경기도 수원시 영통구 권광로304번길 47-17 (매탄동),경기도 수원시 복지여성국 사회복지과,최은진,031-216-4083,교사동,4109
33,산남초등학교,203,127.05002097,37.27036153,경기도 수원시 영통구 매탄동 111-164,경기도 수원시 영통구 산남로 86(매탄동),경기도 수원시 복지여성국 사회복지과,안민정,031-211-3856,다목적실,77
34,매탄초등학교,1000,127.04312285,37.26391491,경기도 수원시 영통구 매탄동 946,경기도 수원시 영통구 매탄로 139(매탄동),경기도 수원시 복지여성국 사회복지과,송덕실,031-213-3292,2층 강당,384
46,매현초등학교,203,127.04192068,37.25639694,경기도 수원시 영통구 매탄동 1278,경기도 수원시 영통구 동탄원천로881번길 77(매탄동),경기도 수원시 복지여성국 사회복지과,김은진,031-217-4127,"1층 예절실(101.25㎡), 4층 체육실(1",78
109,원일초등학교,203,127.06000055,37.2676438,경기도 수원시 영통구 원천동 549-1,경기도 수원시 영통구 중부대로448번길 84(원천동),경기도 수원시 복지여성국 사회복지과,양미옥,031-216-8943,다목적실,78
345,금천노인종합복지관,268,126.89781903,37.45016621,서울특별시 금천구 시흥동 558-1,서울특별시 금천구 시흥대로51길 93-32 (시흥동),서울특별시 금천구 시흥1동,조현옥,,강당,103
344,시흥1동주민센터,314,126.90326944,37.45356909,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥대로58길 36(시흥동),서울특별시 금천구 시흥1동,박종찬,02-2104-5360,4층 강당,120
321,탑동초등학교,900,126.91452827,37.45272535,서울특별시 금천구 시흥동 230,서울특별시 금천구 탑골로 47-3 (시흥동),서울특별시 금천구 시흥2동,정성림,02-802-0716,강당,346
347,청담종합사회복지관,198,126.91374601,37.45128975,서울특별시 금천구 시흥동 241-7,서울특별시 금천구 금하로29길 36(시흥동),서울특별시 금천구 시흥2동,유영학,,강당,76
346,금천종합복지타운(시흥2동주민센터),473,126.91447377,37.44967253,서울특별시 금천구 시흥동 267-9,서울특별시 금천구 금하로 764(시흥동),서울특별시 금천구 시흥2동,박재완,02-2104-5400,3층 다목적강당,181
350,금천문화원,198,126.904543,37.447408,서울특별시 금천구 시흥동 937-2,서울특별시 금천구 시흥대로38길 61(시흥동),서울특별시 금천구 시흥3동,이종학,02-896-8552,금천 문화원 강당,76
351,시흥3동주민센터,198,126.9058277,37.44027712,서울특별시 금천구 시흥동 956-3,서울특별시 금천구 시흥대로18길 40(시흥동),서울특별시 금천구 시흥3동,박복술,,강당,76
352,남부여성발전센터,491,126.90603563,37.46326037,서울특별시 금천구 시흥동 산139-2,서울특별시 금천구 독산로50길 23(시흥동),서울특별시 금천구 시흥4동,이상욱,,교육관 강당,148
353,시흥4동주민센터,209,126.90617466,37.45894845,서울특별시 금천구 시흥동 812-38,서울특별시 금천구 독산로36길 14(시흥동),서울특별시 금천구 시흥4동,김미희,02-2104-5691,4층 문화관람실,63
356,시흥5동주민센터,160,126.9083016,37.45235237,서울특별시 금천구 시흥동 910-5,서울특별시 금천구 금하로24길 6(시흥동),서울특별시 금천구 시흥5동,오우석,,5층 강당,61
105,청명초등학교,199,127.08523932,37.26532021,경기도 수원시 영통구 영통동 1053-6,경기도 수원시 영통구 봉영로1744번길 41(영통동),경기도 수원시 복지여성국 사회복지과,김선임,031-202-2124,다목적실,76
169,대선초등학교,991,127.0646348,37.2417136,경기도 수원시 영통구 망포동 710-0,경기도 수원시 영통구 봉영로 1432-19 (망포동),경기도 수원시 복지여성국 사회복지과,최윤규,031-695-9106,체육관(별동),381
37,태장초등학교,636,127.05463567,37.24068511,경기도 수원시 영통구 망포동 371,경기도 수원시 영통구 태장로71번길 30(망포동),경기도 수원시 복지여성국 사회복지과,이윤수,031-204-1454,5층 강당,244
101,신풍초등학교,778,127.01388468,37.28274146,경기도 수원시 영통구 이의동 1342-0,경기도 수원시 영통구 도청로17번길 24(이의동),경기도 수원시 복지여성국 사회복지과,박미정,031-214-1650,3층 다목적강당,299
122,광교초등학교,379,127.04519496,37.30328539,경기도 수원시 영통구 이의동 1208,경기도 수원시 영통구 대학로 91(이의동),경기도 수원시 복지여성국 사회복지과,유경복,031-217-7603,2층 다목적강당,145
175,산의초등학교,778,127.05733053,37.29025109,경기도 수원시 영통구 이의동 1327-0,경기도 수원시 영통구 센트럴타운로22번길 25(이의동),경기도 수원시 복지여성국 사회복지과,선우미정,070-4485-9712,본관 목적강당,299
127,이의초등학교,648,127.07549226,37.29298818,경기도 수원시 영통구 하동 993-0,경기도 수원시 영통구 법조로150번길 47(하동),경기도 수원시 복지여성국 사회복지과,도영아,031-8006-1805,3층 다목적강당,249
337,독산2동주민센터,226,126.90352132,37.4631681,서울특별시 금천구 독산동 1043-51,서울특별시 금천구 독산로 179(독산동),서울특별시 금천구 독산2동,이정미,,5층 대강당,100
340,독산3동주민센터,206,126.90317755,37.47514464,서울특별시 금천구 독산동 973-17,서울특별시 금천구 독산로 317(독산동),서울특별시 금천구 독산3동,오성환,02-2104-5316,4층 대강당,80
10,정심초등학교,500,126.90846039,37.47164631,서울특별시 금천구 독산동 182-44,서울특별시 금천구 독산로78다길 89(독산동),서울특별시 금천구 독산4동,김성곤,02-2104-5346,2층 강당,192
343,독산4동주민센터,155,126.90213362,37.46757845,서울특별시 금천구 독산동 1022,서울특별시 금천구 독산로 232(독산동),서울특별시 금천구 독산4동,송오섭,02-2104-5346,5층 대강당,59
315,문백초등학교,900,126.89927173,37.44708992,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1 (시흥동),서울특별시 금천구 시흥1동,김희정,,강당,346
234,조원2동 행정복지센터,212,127.0095948,37.30561929,경기도 수원시 장안구 조원동 877-0,경기도 수원시 장안구 송원로 109-50 (조원동),경기도 수원시 복지여성국 복지정책과,김미성,031-228-5844,"취미교실,대회의실",63
228,연무동행정복지센터,72,127.02145676,37.29028658,경기도 수원시 장안구 연무동 181-38,경기도 수원시 장안구 경수대로 757(연무동),경기도 수원시 복지여성국 복지정책과,나수인,031-228-5651,2층 중회의실,27
229,연무경로당,112,127.02145679,37.29028098,경기도 수원시 장안구 연무동 181-38,경기도 수원시 장안구 경수대로 757(연무동),경기도 수원시 복지여성국 복지정책과,이정자,031-228-5240,다목적실,33
201,신곡경로당,162,127.01662851,37.24456183,경기도 수원시 권선구 세류동 1155-2,경기도 수원시 권선구 경수대로191번길 14-4 (세류동),경기도 수원시 복지여성국 복지정책과,조동환,031-228-6316,"1,2층",45
202,세류2동 행정복지센터,1048,127.013039,37.25332463,경기도 수원시 권선구 세류동 980-1,경기도 수원시 권선구 덕영대로 1107(세류동),경기도 수원시 복지여성국 복지정책과,신선한,031-228-6723,"1,2,3층",403
195,금곡동행정복지센터,208,126.95209341,37.27282375,경기도 수원시 권선구 금곡동 1119-4,경기도 수원시 권선구 금곡로196번길 20(금곡동),경기도 수원시 복지여성국 복지정책과,안지현,031-228-6768,4층 대회의실,80
209,호매실동행정복지센터,270,126.95428087,37.26632665,경기도 수원시 권선구 호매실동 1367-0,경기도 수원시 권선구 칠보로 161(호매실동),경기도 수원시 복지여성국 복지정책과,유인순,031-228-6629,3층 대강당,50
74,신영초등학교,634,127.06004294,37.24998818,경기도 수원시 영통구 영통동 972-3,경기도 수원시 영통구 영통로 266(영통동),경기도 수원시 복지여성국 사회복지과,최동진,031-203-2124,2층 체육관,243
75,영덕고등학교,993,127.06830297,37.25211436,경기도 수원시 영통구 영통동 965-3,경기도 수원시 영통구 매영로 334(영통동),경기도 수원시 복지여성국 사회복지과,황성숙,031-201-9147,2층 다목적실,381
39,잠원초등학교,865,127.05260015,37.23851558,경기도 수원시 영통구 망포동 687,경기도 수원시 영통구 태장로54번길 11(망포동),경기도 수원시 복지여성국 사회복지과,원유리,031-273-0901,5층 강당,332
47,망포중학교,997,127.0558321,37.23811536,경기도 수원시 영통구 망포동 556-6,경기도 수원시 영통구 태장로82번길 15(망포동),경기도 수원시 복지여성국 사회복지과,김일권,031-273-9435,다목적강당,383
265,상대원3동 행정복지센터,620,127.1655176,37.43961804,경기도 성남시 중원구 상대원동 859-0,경기도 성남시 중원구 박석로 78(상대원동),경기도 성남시 복지국 복지정책과,상대원3동장,031-729-6763,2층,238
264,하대원동 행정복지센터,441,127.14630001,37.4283455,경기도 성남시 중원구 하대원동 145-1,경기도 성남시 중원구 둔촌대로 252(하대원동),경기도 성남시 복지국 복지정책과,하대원동장,031-729-6792,2층-3층,169
289,도촌동 행정복지센터,600,127.15272253,37.41648876,경기도 성남시 중원구 도촌동 633-0,경기도 성남시 중원구 도촌북로 28(도촌동),경기도 성남시 복지국 복지정책과,이성록,031-729-6803,3층,230
303,도촌종합사회복지관,198,127.1590858,37.41513605,경기도 성남시 중원구 도촌동 647-0,경기도 성남시 중원구 도촌북로 92(도촌동),경기도 성남시 복지국 복지정책과,,,4층 대강당,76
191,곡반정경로당,80,127.02500005,37.23401047,경기도 수원시 권선구 곡반정동 591-7,경기도 수원시 권선구 곡반정로19번길 47(곡반정동),경기도 수원시 복지여성국 복지정책과,한배수,031-228-6316,곡반정경로당,30
206,입북동행정복지센터,134,126.95969386,37.29318037,경기도 수원시 권선구 입북동 429-9,경기도 수원시 권선구 입북로 17(입북동),경기도 수원시 복지여성국 복지정책과,정신구,031-228-6862,2층 대회의실,51
237,고등분회경로당,61,127.00190934,37.2747369,경기도 수원시 팔달구 고등동 39-0,경기도 수원시 팔달구 고등로71번길 24-3 (고등동),경기도 수원시 복지여성국 복지정책과,차영자,031-247-3370,"본관(남,여)",22
236,고등동행정복지센터,242,126.99798393,37.2732104,경기도 수원시 팔달구 고등동 153-29,경기도 수원시 팔달구 고등로 37(고등동),경기도 수원시 복지여성국 복지정책과,이현돈,031-228-7850,3층 대회의실,93
249,화서1동행정복지센터,2827,126.99204012,37.27669239,경기도 수원시 팔달구 화서동 184-357,경기도 수원시 팔달구 동말로4번길 10(화서동),경기도 수원시 복지여성국 복지정책과,이준구,031-228-7727,"대회의실,체력단련실 등",1088
189,화서2동행정복지센터,218,126.98339176,37.28513678,경기도 수원시 팔달구 화서동 689-1,경기도 수원시 팔달구 화산로6번길 6(화서동),경기도 수원시 복지여성국 복지정책과,한정례,031-228-7728,3층 대강당,83
348,울산외국어고등학교,689,129.35556116,35.65958467,울산광역시 북구 중산동 203-3,울산광역시 북구 중산동로 32-46 (중산동),울산광역시 북구 복지환경국 복지정책과,이영진,010-6528-7882,3층 체육관,265
356,중산초등학교,591,129.35252207,35.64968756,울산광역시 북구 중산동 156-0,울산광역시 북구 신기18길 22(중산동),울산광역시 북구 복지환경국 복지정책과,고보미,010-5119-2895,강당,227
328,농소3동 행정복지센터,109,129.33969751,35.62866155,울산광역시 북구 상안동 380-8,울산광역시 북구 신답로 77(상안동),울산광역시 북구 복지환경국 복지정책과,정기성,052-241-8355,1층 회의실,41
358,상안중학교,524,129.33071187,35.62788468,울산광역시 북구 상안동 838-1,울산광역시 북구 양지길 5(상안동),울산광역시 북구 복지환경국 복지정책과,김미정,052-291-0797,강당,201
370,더베스트모텔,104,129.34462478,35.62855266,울산광역시 북구 상안동 323-22,울산광역시 북구 신답1길 9-7 (상안동),울산광역시 북구 복지환경국 복지정책과,김대웅,052-286-2900,스탠다드/트윈실,40
303,동천초등학교,558,129.34196679,35.63152801,울산광역시 북구 천곡동 381-4,울산광역시 북구 고래로 26(천곡동),울산광역시 북구 복지환경국 복지정책과,이정아,010-2798-3757,체육관,214
